Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
31/01/2019,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,1
31/01/2019,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Inpatient,Adult,65+,  0-3 Months,11
31/01/2019,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Inpatient,Adult,65+,  3-6 Months,3
31/01/2019,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,7800,Urology,Inpatient,Adult,65+,  6-9 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0000,Small Volume Specialities,Inpatient,Adult,16-64,  0-3 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0000,Small Volume Specialities,Inpatient,Adult,16-64,  6-9 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Day Case,Adult,16-64,  0-3 Months,126
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Day Case,Adult,16-64,  3-6 Months,90
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Day Case,Adult,16-64,  6-9 Months,12
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Day Case,Adult,16-64,  9-12 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Day Case,Adult,16-64, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Day Case,Adult,65+,  0-3 Months,171
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Day Case,Adult,65+,  3-6 Months,123
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Day Case,Adult,65+,  6-9 Months,14
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0100,Cardiology,Inpatient,Adult,16-64,  3-6 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Day Case,Adult,16-64,  0-3 Months,68
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Day Case,Adult,16-64,  3-6 Months,34
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Day Case,Adult,16-64,  6-9 Months,19
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Day Case,Adult,65+,  0-3 Months,47
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Day Case,Adult,65+,  3-6 Months,25
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Day Case,Adult,65+,  6-9 Months,11
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0300,Dermatology,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,23
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,25
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,16
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,14
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,4
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,4
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,7
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,65+, 12-15 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Day Case,Adult,65+, 15-18 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,99
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,96
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,61
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,31
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,26
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,18
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,16-64,18+ Months,10
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,16
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,18
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,10
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+,  9-12 Months,11
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+, 15-18 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Adult,65+,18+ Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,35
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,18
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,16
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Child,0-15, 12-15 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Child,0-15, 15-18 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Inpatient,Child,0-15,18+ Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Day Case,Adult,16-64,  3-6 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Inpatient,Adult,16-64,  0-3 Months,14
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Inpatient,Adult,16-64,  3-6 Months,4
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Inpatient,Adult,16-64,  6-9 Months,4
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Inpatient,Adult,65+,  0-3 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Inpatient,Adult,65+,  3-6 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Inpatient,Adult,65+,  6-9 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Day Case,Adult,16-64,  3-6 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,  0-3 Months,108
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,  3-6 Months,68
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,  6-9 Months,62
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,  9-12 Months,34
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64, 12-15 Months,39
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64, 15-18 Months,28
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,16-64,18+ Months,140
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+,  0-3 Months,22
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+,  3-6 Months,22
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+,  6-9 Months,15
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+,  9-12 Months,8
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+, 12-15 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+, 15-18 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Adult,65+,18+ Months,40
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Child,0-15,  0-3 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Child,0-15,  3-6 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Child,0-15,  6-9 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Inpatient,Child,0-15,  9-12 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,65
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,51
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,35
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,11
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,10
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Day Case,Adult,65+,  9-12 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,11
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,22
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,23
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,10
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,16-64,18+ Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,11
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Inpatient,Adult,65+, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,34
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,38
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,13
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,19
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,12
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,10
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Day Case,Adult,65+,  9-12 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,9
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,4
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,11
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,14
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,16-64,  0-3 Months,224
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,16-64,  3-6 Months,95
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,16-64,  6-9 Months,41
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,16-64,  9-12 Months,28
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,16-64, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,65+,  0-3 Months,174
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,65+,  3-6 Months,81
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,65+,  6-9 Months,17
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,65+,  9-12 Months,12
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Inpatient,Adult,16-64,  0-3 Months,20
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Inpatient,Adult,16-64,  3-6 Months,18
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Inpatient,Adult,16-64,  6-9 Months,10
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Inpatient,Adult,16-64,  9-12 Months,19
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Inpatient,Adult,16-64, 12-15 Months,4
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Inpatient,Adult,65+,  0-3 Months,7
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Inpatient,Adult,65+,  3-6 Months,7
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Inpatient,Adult,65+,  6-9 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Inpatient,Adult,65+,  9-12 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2003,Maxillo-Facial,Day Case,Adult,16-64,  0-3 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2003,Maxillo-Facial,Day Case,Adult,16-64,  3-6 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2003,Maxillo-Facial,Day Case,Adult,16-64,  6-9 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2003,Maxillo-Facial,Day Case,Adult,16-64,  9-12 Months,7
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2003,Maxillo-Facial,Day Case,Adult,16-64, 12-15 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2003,Maxillo-Facial,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Inpatient,Adult,16-64,  0-3 Months,12
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Inpatient,Adult,16-64,  3-6 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Inpatient,Adult,65+,  0-3 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,109
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,107
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,58
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,39
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,8
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,18
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,19
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,11
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,85
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,84
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,40
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,35
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,12
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,30
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,29
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,24
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,16
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,10
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,81
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,95
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,72
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  9-12 Months,35
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Day Case,Adult,16-64, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,21
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,21
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,14
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Day Case,Adult,65+,  9-12 Months,4
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Inpatient,Adult,16-64,  3-6 Months,5
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,9
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Inpatient,Adult,65+,  3-6 Months,9
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Inpatient,Adult,65+,  6-9 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Inpatient,Adult,65+,  9-12 Months,3
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Inpatient,Adult,65+, 12-15 Months,1
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Day Case,Adult,16-64,  0-3 Months,208
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Day Case,Adult,16-64,  3-6 Months,104
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Day Case,Adult,16-64,  6-9 Months,53
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Day Case,Adult,16-64,  9-12 Months,18
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Day Case,Adult,65+,  0-3 Months,115
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Day Case,Adult,65+,  3-6 Months,73
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Day Case,Adult,65+,  6-9 Months,23
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Day Case,Adult,65+,  9-12 Months,8
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,70
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,27
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,17
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Inpatient,Adult,65+,  0-3 Months,64
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Inpatient,Adult,65+,  3-6 Months,21
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Inpatient,Adult,65+,  6-9 Months,6
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Inpatient,Adult,65+,  9-12 Months,2
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Day Case,Adult,16-64,  0-3 Months,91
31/01/2019,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Day Case,Adult,16-64,  3-6 Months,39
